ccl3_aniline.log,oh_clmetriazole.log,4meborinane_fnmeimidazole.log,cyclo5_benzopiperidine.log,cf3_dimetriazole.log,bicyclo_aniline.log,cf3_fnmeimidazole.log,4meborinane_fmetriazole.log,BN_aniline_C5F5_C5F5_isopropyldimethylhydroquinoline19.log,BN_aniline_C5F5_C5F5_Me_Me.log,BN_aniline_C5F5_C5F5_Ph_Ph.log,BN_aniline_C5F5_C5F5_tetramethylpentane15.log,BN_aniline_Cl_Cl_tetramethylpentane15.log,BN_aniline_H_H_tetramethylpentane15.log,BN_aniline_mesityl_mesityl_tetramethylpentane15.log,BN_aniline_Ph_Ph_tetramethylpentane15.log,BN_aniline_pseudocumyl_pseudocumyl_Me_Me.log,BN_benzyl_C5F5_C5F5_tetramethylpentane15.log,BN_cyclohexanetrans_C5F5_C5F5_butane14.log,BN_cyclohexanetrans_C5F5_C5F5_pentane15.log,BN_dimethylphenylethyl_C5F5_C5F5_pentane15.log,BN_methylethyl_C5F5_C5F5_pentane15.log,BN_phenylethyl_C5F5_C5F5_ethyl_ethyl.log,BN_phenylethyl_C5F5_C5F5_pentane15.log,BN_quinoline_mesityl_mesityl.log
0.8,29.6,12.0,11.7,-28.6,21.3,-19.4,8.2,-6.0,-4.2,0.7,-12.8,-9.8,-8.9,7.8,1.4,9.4,-15.1,-9.7,-8.4,-6.4,-9.9,-3.7,-10.6,12.2
