ccl3_aniline.log,oh_clmetriazole.log,4meborinane_fnmeimidazole.log,cyclo5_benzopiperidine.log,cf3_dimetriazole.log,bicyclo_aniline.log,cf3_fnmeimidazole.log,4meborinane_fmetriazole.log,BN_aniline_C5F5_C5F5_isopropyldimethylhydroquinoline19.log,BN_aniline_C5F5_C5F5_Me_Me.log,BN_aniline_C5F5_C5F5_Ph_Ph.log,BN_aniline_C5F5_C5F5_tetramethylpentane15.log,BN_aniline_Cl_Cl_tetramethylpentane15.log,BN_aniline_H_H_tetramethylpentane15.log,BN_aniline_mesityl_mesityl_tetramethylpentane15.log,BN_aniline_Ph_Ph_tetramethylpentane15.log,BN_aniline_pseudocumyl_pseudocumyl_Me_Me.log,BN_benzyl_C5F5_C5F5_tetramethylpentane15.log,BN_cyclohexanetrans_C5F5_C5F5_butane14.log,BN_cyclohexanetrans_C5F5_C5F5_pentane15.log,BN_dimethylphenylethyl_C5F5_C5F5_pentane15.log,BN_methylethyl_C5F5_C5F5_pentane15.log,BN_phenylethyl_C5F5_C5F5_ethyl_ethyl.log,BN_phenylethyl_C5F5_C5F5_pentane15.log,BN_quinoline_mesityl_mesityl.log
-162.8632578,-185.4918959,-187.8249781,-192.6655902,-173.0872782,-178.9946573,-172.3342662,-182.5306762,-180.2076342,-179.8919966,-174.7200592,-191.5994507,-193.3571062,-200.5075827,-202.3888577,-200.2001028,-196.5837626,-197.1146361,-187.725204,-188.1079851,-188.7034921,-187.5444811,-181.8316301,-189.4119508,-198.4336621
