ccl3_aniline.log,oh_clmetriazole.log,4meborinane_fnmeimidazole.log,cyclo5_benzopiperidine.log,cf3_dimetriazole.log,bicyclo_aniline.log,cf3_fnmeimidazole.log,4meborinane_fmetriazole.log,BN_aniline_C5F5_C5F5_isopropyldimethylhydroquinoline19.log,BN_aniline_C5F5_C5F5_Me_Me.log,BN_aniline_C5F5_C5F5_Ph_Ph.log,BN_aniline_C5F5_C5F5_tetramethylpentane15.log,BN_aniline_Cl_Cl_tetramethylpentane15.log,BN_aniline_H_H_tetramethylpentane15.log,BN_aniline_mesityl_mesityl_tetramethylpentane15.log,BN_aniline_Ph_Ph_tetramethylpentane15.log,BN_aniline_pseudocumyl_pseudocumyl_Me_Me.log,BN_benzyl_C5F5_C5F5_tetramethylpentane15.log,BN_cyclohexanetrans_C5F5_C5F5_butane14.log,BN_cyclohexanetrans_C5F5_C5F5_pentane15.log,BN_dimethylphenylethyl_C5F5_C5F5_pentane15.log,BN_methylethyl_C5F5_C5F5_pentane15.log,BN_phenylethyl_C5F5_C5F5_ethyl_ethyl.log,BN_phenylethyl_C5F5_C5F5_pentane15.log,BN_quinoline_mesityl_mesityl.log
-72.32297742,-26.48964702,-39.54750261,-34.58515353,-87.71517021,-41.611383,-83.25169158,-45.8157,-68.55289734,-64.24378617,-75.21830856,-68.02076886,-63.42927819,-53.34519249,-39.93279375,-44.16848625,-38.28871755,-67.07197374,-62.0493837,-59.16974031,-59.15154252,-62.26963971,-56.77767219,-64.66359036,-37.62230193
