labels,family,file_name,free_ener_reac,free_ener_barr,FEHA,FEPA,E$_{p}$(LA),E$_{p}$(LB),d,Mw,γ,λ,Φ,q$_{la}$(NPA),q$_{lb}$(NPA),q$_{la}$(ESP),q$_{lb}$(ESP),EF$_{la}$(NPA),EF$_{lb}$(NPA),EF$_{la}$(ESP),EF$_{lb}$(ESP),EP(NPA),EP(ESP)
98,VI,cl_naphtoxanthene.log,0.2,28.31268381,-65.71153206,-191.5869005,-0.07823,-0.33254,4.716826455816347,366.048,23.644939377664542,109.87133077562906,153.06933058053247,0.57745,-0.53269,0.500231,-0.183402,0.10381845978678562,-0.09577115827140503,0.08993542637042784,-0.03297344040491135,-0.13042745726660956,-0.03890046272483513
6,I,cl_nmeimidazole.log,-6.3,29.12593677,-59.07435879,-189.3673976,-0.02848,-0.45552,2.573396103449292,162.808,88.33296220784602,209.2232639469059,91.4093118603794,0.55163,-0.47623,0.320239,-0.62755,0.3331920190553315,-0.2876493940407892,0.1934287094433956,-0.3790487311389398,-0.20416814539190617,-0.15618736981891912
63,II,cl_quinoline.log,-4.8,17.84330697,-63.96768177,-188.069707,-0.02638,-0.43149,2.8671232076508324,209.86399999999998,3.575355298816683,197.7558433329841,72.38771275296199,0.61899,-0.4653,0.478251,-0.608695,0.3011971873688494,-0.22641246430915785,0.23271435088828507,-0.29618769602979333,-0.200909431608267,-0.20306695691917553
93,VI,cl_xanthene.log,-0.8,19.15480287,-65.6889417,-193.6790188,-0.03186,-0.33868,4.391867450252114,334.047,170.18668835383198,59.44423109408892,120.79531153991934,0.60303,-0.53068,0.455274,-0.413489,0.12505482735533685,-0.11005106840609949,0.09441356395100349,-0.0857482969476326,-0.14573115606284046,-0.08572699113457694
31,I,cn_metriazole.log,-20.4,21.14840214,-85.82887515,-168.8854712,0.01607,-0.50896,2.5459848754482026,144.932,87.56535128840497,206.88010688437072,92.18352509330701,0.5377,-0.19852,0.232357,-0.293119,0.3318091737247613,-0.12250466276332458,0.14338512958743607,-0.18088073868891266,-0.08385297574182049,-0.05350247924863264
36,I,cooh_metriazole.log,-19.0,21.13208688,-71.65969935,-176.558036,0.04635,-0.49578,2.548863428213642,182.93,91.22134538354564,206.19130410964823,88.6339960299507,0.61722,-0.21332,0.132182,-0.292102,0.38002034650553834,-0.13134043018139635,0.08138402748095504,-0.17984625134467574,-0.10331300527331667,-0.030296347883228922
57,II,cyclo5_dimethylaniline.log,12.7,18.50721255,-34.0122369,-189.8016346,0.09514,-0.32342,3.022792711957768,187.093,61.3358752146041,133.04050685218203,122.25201510087022,0.99145,-0.53422,0.394953,-0.318284,0.4340243301961718,-0.23386401500569762,0.1728974847788276,-0.13933430824767598,-0.35043912664256804,-0.08317290177041836
85,V,cyclo_biphenylene.log,18.5,23.16961185,-38.66898861,-186.8956357,0.03806,-0.33288,3.8799552223068243,275.20199999999994,146.25879576614295,196.91006166798238,27.81628752953068,1.0298,-0.5634,0.476801,-0.229752,0.27362731680277175,-0.14970055378392075,0.1266904042327426,-0.06104721624594136,-0.2990701112550721,-0.05646765340083977
111,VIII,cyclo_dibenzofuran.log,35.5,58.86677322,-40.17124755,-185.9349179,0.05874,-0.37346,5.574281429657638,291.2009999999999,10.843459534974725,180.57386947967916,124.20222816078082,0.98155,-0.5474,0.498084,-0.397521,0.12635564129261312,-0.07046719784379443,0.06411871350169622,-0.051173165791127156,-0.1927783793409943,-0.07104013396616782
55,II,cyclo_dimethylaniline.log,11.2,16.10384925,-35.57787435,-188.608738,0.09945,-0.31392,3.0179650401815463,201.12000000000003,64.91270515569431,124.1109879479452,122.66179876057961,1.04576,-0.52392,0.349642,-0.233803,0.459265273439118,-0.23008937238010893,0.15355189406345632,-0.10267900734956979,-0.36308875146349695,-0.05417382072860756
