family,file_name,free_ener_barr,free_ener_reac,labels,E$_{p}$(LA),E$_{p}$(LA)$^2$,E$_{p}$(LB),E$_{p}$(LB)$^2$,EF$_{la}$(ESP),EF$_{la}$(ESP)$^2$,EF$_{la}$(NPA),EF$_{la}$(NPA)$^2$,EF$_{lb}$(ESP),EF$_{lb}$(ESP)$^2$,EF$_{lb}$(NPA),EF$_{lb}$(NPA)$^2$,EP(ESP),EP(ESP)$^2$,EP(NPA),EP(NPA)$^2$,FEHA,FEHA$^2$,FEPA,FEPA$^2$,Mw,Mw$^2$,d,d$^2$,q$_{la}$(ESP),q$_{la}$(ESP)$^2$,q$_{la}$(NPA),q$_{la}$(NPA)$^2$,q$_{lb}$(ESP),q$_{lb}$(ESP)$^2$,q$_{lb}$(NPA),q$_{lb}$(NPA)$^2$,Φ,Φ$^2$,γ,γ$^2$,λ,λ$^2$
intra_B_N,BN_aniline_pseudocumyl_pseudocumyl_Me_Me.log,15.0,9.4,17,0.11659,0.0135932281,-0.33695,0.11353530250000002,0.21591507119648942,0.04661931796978509,0.4902653883543994,0.24036015101829009,-0.20622705432568247,0.04252959793584799,-0.2708104740688391,0.07333831286538939,-0.13393187264495662,0.01793774651018488,-0.3993484806288331,0.15947920898055748,-38.28871755,1466.025891623678,-196.5837626,38645.17571797316,369.359,136426.070881,2.887011035536061,8.334832719306998,0.449904,0.20241360921600002,1.02157,1.0436052649000003,-0.429717,0.184656700089,-0.56429,0.31842320409999997,94.09814538087466,8854.460964120222,166.3028876540269,27656.650442067894,86.66798886896282,7511.340294590664
intra_B_N,BN_benzyl_C5F5_C5F5_tetramethylpentane15.log,12.3,-15.1,18,0.05651,0.0031933800999999996,-2.04984,4.201844025600001,0.44267855654957294,0.19596430442881346,0.3954267137342866,0.15636228593469745,-0.3770104037379204,0.14213684452662972,-0.23679583830861684,0.056072269040280606,-0.6696460982585205,0.4484258969128601,-0.37570207489013946,0.14115204907675596,-67.07197374,4498.649661379251,-197.1146361,38854.179764835426,575.3010316299999,330971.27699454216,3.1780776434336846,10.100177507693003,1.117783,1.249438835089,0.99847,0.9969423408999999,-0.951968,0.9062430730240001,-0.59792,0.3575083264,142.65274283340707,20349.805037894173,81.26951872018672,6604.73467301078,58.28142338192224,3396.7243114228722
intra_B_N,BN_cyclohexanetrans_C5F5_C5F5_butane14.log,13.4,-9.7,19,0.0637,0.004057690000000001,-0.34074,0.11610374759999999,0.5124713563105732,0.26262689103879844,0.5981658201963331,0.35780234845115194,-0.27488429805365083,0.07556137731644835,-0.3091461418546772,0.0955713370236322,-0.3564125355455541,0.12702989549401084,-0.46786317705155406,0.2188959524407738,-62.0493837,3850.1260175498255,-187.725204,35240.75221684161,497.18703163,247194.9444210506,2.7252591687922085,7.427037537085999,0.951536,0.9054207592960001,1.11065,1.2335434224999997,-0.510394,0.260502035236,-0.57401,0.3294874801,101.9899647076538,10401.952901068467,141.9492866985954,20149.59999424003,83.45012869684233,6963.923979519547
intra_B_N,BN_cyclohexanetrans_C5F5_C5F5_pentane15.log,16.9,-8.4,20,0.10652,0.0113465104,-0.40931,0.1675346761,1.4198726741494612,2.016038410796342,0.9367099827956952,0.8774255918691115,-0.4959855453368376,0.24600166118308017,-0.6846470275521397,0.4687415523359803,-0.5049215326469622,0.25494575413055726,-0.45980887166796847,0.2114241984645703,-59.16974031,3501.058168352839,-188.1079851,35384.61405838183,511.2140316299998,261339.78613539843,1.7900499614421383,3.204278864459001,1.137417,1.2937174318889997,0.75037,0.5630551369,-0.397319,0.15786238776099998,-0.54845,0.3007974025,129.13286041602348,16675.2956392242,161.27788405218365,26010.555884349593,51.59576459962078,2662.1229246194807
intra_B_N,BN_dimethylphenylethyl_C5F5_C5F5_pentane15.log,22.8,-6.4,21,0.09835,0.009672722500000001,-0.42073,0.1770137329,1.0626887247732015,1.1293073257600932,1.0248911635825257,1.0504018971895435,-0.4126979411819715,0.17031959065583802,-0.7389777098206575,0.5460880556117839,-0.29634261731211103,0.08781894683539229,-0.5117582171470613,0.2618964728175387,-59.15154252,3498.9049824953677,-188.7034921,35609.00793073476,561.2740316300001,315028.5385821943,1.755019345672577,3.0800929036849998,0.818295,0.669606707025,0.78919,0.6228208560999999,-0.317787,0.100988577369,-0.56903,0.32379514090000006,131.18449287080423,17209.371169770086,151.1903845513499,22858.532380785062,50.506814634781676,2550.9383245521967
intra_B_N,BN_methylethyl_C5F5_C5F5_pentane15.log,18.9,-9.9,22,0.11005,0.012111002499999999,-0.41692,0.1738222864,1.224224822487254,1.4987264159939486,0.9585972087706299,0.9189086086628426,-0.46726150250644494,0.21833331172458045,-0.7332581597901319,0.5376675288988105,-0.3821011859188665,0.14600131628060417,-0.4695158610488205,0.2204451437764153,-62.26963971,3877.5080296132087,-187.5444811,35172.932391068265,471.14903162999997,221981.41000588672,1.7482990844363557,3.0565496886409997,0.935476,0.875115346576,0.7325,0.5365562500000001,-0.357052,0.12748613070399997,-0.56031,0.3139472961,132.45129503533917,17543.345556538465,153.32124057727003,23507.402812153116,48.94978282734824,2396.0812388445565
intra_B_N,BN_phenylethyl_C5F5_C5F5_ethyl_ethyl.log,20.4,-3.7,23,0.12742,0.016235856400000002,-0.41267,0.1702965289,1.3539197912884895,1.833098801242667,0.9451696900098364,0.8933457429132903,-0.47081823555983376,0.22166981093567512,-0.7450032870051055,0.5550298976484117,-0.40844396097826513,0.16682646925961456,-0.45118457333326445,0.20356751921391988,-56.77767219,3223.704059315099,-181.8316301,33062.74170482323,521.20903163,271658.8546526824,1.7242176430207412,2.9729264805040003,1.006276,1.0125913881759998,0.70248,0.4934781504,-0.349927,0.12244890532899999,-0.55371,0.30659476410000003,136.33105741945735,18586.15721710738,177.3930848457106,31468.30655107748,43.680821723040296,1908.014186400029
intra_B_N,BN_phenylethyl_C5F5_C5F5_pentane15.log,17.0,-10.6,24,0.10888,0.011854854400000002,-0.62998,0.3968748004,1.4192738110736502,2.0143381507995235,0.9598189405899865,0.9212523987152841,-0.41884805231220307,0.175433690925726,-0.7253751401158354,0.5261690938980678,-0.3969245295591947,0.15754908216578803,-0.4648761146146856,0.21610980193924628,-64.66359036,4181.379918245885,-189.4119508,35876.88710586162,533.2200316300001,284323.60213149834,1.748068359832933,3.0557429906490006,1.084234,1.175563366756,0.73324,0.5376408976,-0.319973,0.10238272072900001,-0.55414,0.3070711396,131.87325669489886,17390.555831318685,154.24319982604382,23790.964692576883,49.44883710709278,2445.1874912437956
intra_B_N,BN_quinoline_mesityl_mesityl.log,20.0,12.2,25,0.12684,0.0160883856,-0.42491,0.1805485081,0.3860370884720293,0.14902463367596136,0.5375059654062311,0.2889126628472845,-0.3270847601754854,0.10698444033905478,-0.21661013387031464,0.046919950095315625,-0.3872846190491979,0.14998937615208235,-0.3571107860447156,0.12752811350947463,-37.62230193,1415.4376025120816,-198.4336621,39375.918254416974,377.338,142383.966244,2.9058752441884015,8.444110934787002,0.814935,0.664119054225,1.13469,1.2875213961,-0.690485,0.47676953522500004,-0.45727,0.20909585290000002,88.27632104927052,7792.708857993882,105.99011614977968,11233.904721443787,124.70942894449155,15552.441667661187
intra_B_N,bicyclo_aniline.log,23.2,21.3,3,0.10531,0.0110901961,-0.3595,0.12924025,0.1410181414814652,0.019886116226886533,0.4840489573398474,0.23430339310179338,-0.3731288799042712,0.13922516101861604,-0.34174806258859974,0.11679173828306148,-0.18800378738820311,0.03534542407230868,-0.5910552746444777,0.34934633768505896,-41.611383,1731.5071951726886,-178.9946573,32039.087341944443,213.131,45424.823161,3.057554766069939,9.348641147517,0.329582,0.108624294724,1.1313,1.27983969,-0.872062,0.760492131844,-0.79872,0.6379536384,138.65743558466104,19225.884442914426,34.71127751471727,1204.8727867037164,157.4487493366244,24790.10866766718
intra_B_N,ccl3_aniline.log,29.0,0.8,4,0.08045,0.006472202499999999,-0.42422,0.1799626084,0.6385323620851866,0.40772357743008786,0.997124300853555,0.9942568713526908,-0.36229179101059517,0.13125534183366477,-1.0919789096743076,1.1924179391734895,-0.1378531750145707,0.01900349786159786,-0.6488419450424547,0.42099586964647584,-72.32297742,5230.61306289383,-162.8632578,26524.440741229264,339.65299999999996,115364.16040899997,1.6830167999212011,2.8325455488170004,0.452168,0.204455900224,0.7061,0.49857720999999994,-0.256552,0.065818928704,-0.77327,0.5979464929,144.41505766490212,20855.708880357004,169.99194831413666,28897.262491636113,35.72563792543037,1276.3212051789487
intra_B_N,cf3_dimetriazole.log,11.3,-28.6,5,0.01052,0.0001106704,-0.49903,0.24903094089999997,-0.015054587323249635,0.0002266405994733486,0.4147308654781922,0.17200169078029037,-0.14428521127126104,0.020818222191592434,-0.12333276126911706,0.015210970002265022,0.004311446276056083,1.858856899131787e-05,-0.1015259628534963,0.01030752113332951,-87.71517021,7693.951084969271,-173.0872782,29959.20587468419,244.93541897800003,59993.359469928415,2.5134722629346835,6.317542816541999,-0.023777,0.000565345729,0.65502,0.42905120040000005,-0.227882,0.051930205924,-0.19479,0.0379431441,98.7552419535099,9752.597813296281,83.01314633617531,6891.182464631256,211.05869008831152,44545.770661793926
intra_B_N,cf3_fnmeimidazole.log,17.3,-19.4,6,0.01333,0.0001776889,-0.48544,0.23565199359999997,0.04670113521621546,0.0021809960304832398,0.38209015516846345,0.14599288667666047,-0.3835102133404782,0.1470800837364591,-0.30336100093865687,0.09202789689050377,-0.037255483205893905,0.0013879710289046428,-0.24110789160695922,0.0581330153951532,-83.25169158,6930.8441509314425,-172.3342662,29699.099306692464,247.910822141,61459.77573462654,2.5530457966239073,6.518042839659001,0.0761,0.00579121,0.62262,0.38765566439999993,-0.624934,0.39054250435599996,-0.49433,0.2443621489,83.10218615505613,6905.973343749603,97.99782076093727,9603.572873892788,209.92900484531322,44070.18707534354
intra_B_N,cyclo5_benzopiperidine.log,18.4,11.7,7,0.1168,0.01364224,-0.30483,0.09292132889999999,0.3662058405402128,0.1341067176457638,0.7348682689944579,0.540031372774911,-0.4156430589642824,0.17275915246518592,-0.4099189079666995,0.16803351110861145,-0.25068501284898737,0.06284297566709696,-0.49612375039902734,0.24613877570999637,-34.58515353,1196.1328446936714,-192.6655902,37120.02964711434,227.15800000000004,51600.75696400002,2.361878318983008,5.5784691936819994,0.510717,0.260831854089,1.02486,1.0503380196000003,-0.579663,0.33600919356900005,-0.57168,0.32681802239999996,123.75534008745987,15315.384200162853,169.54090740786378,28744.11928468184,56.4940934456279,3191.582594243337
intra_B_N,oh_clmetriazole.log,45.5,29.6,8,0.057,0.003249,-0.47837,0.22883785690000003,0.43500273878665696,0.18922738275189252,0.6491634018567412,0.4214131223102168,-0.17542594140365694,0.03077426091735928,-0.14315333263589816,0.020492876644764107,-0.16318516846681946,0.02662939920754425,-0.19872402160143585,0.03949123676144794,-26.48964702,701.7013992441948,-185.4918959,34407.24344457644,161.35199999999998,26034.467903999994,2.5766867330562326,6.639314520308001,0.72203,0.5213273208999999,1.0775,1.1610062499999998,-0.291177,0.08478404532900001,-0.23761,0.0564585121,93.2270905239085,8691.29040755303,86.68362560608493,7514.050948215903,206.04225226605394,42453.409718868206
