,file_name,free_ener_barr,free_ener_reac,labels,family,EF_la(ESP),EF_la(ESP)$^2$,EF_la(NPA),EF_la(NPA)$^2$,EF_lb(ESP),EF_lb(ESP)$^2$,EF_lb(NPA),EF_lb(NPA)$^2$,EP(ESP),EP(ESP)$^2$,EP(NPA),EP(NPA)$^2$,E_p(LA),E_p(LA)$^2$,E_p(LB),E_p(LB)$^2$,FEHA,FEHA$^2$,FEPA,FEPA$^2$,Mw,Mw$^2$,d,d$^2$,q_la(ESP),q_la(ESP)$^2$,q_la(NPA),q_la(NPA)$^2$,q_lb(ESP),q_lb(ESP)$^2$,q_lb(NPA),q_lb(NPA)$^2$,Φ,Φ$^2$,γ,γ$^2$,λ,λ$^2$
13,cl_benzopiperidine.log,16.73073174,-6.5,69,II,0.026728545264004755,0.000714415131929951,0.038662206288854944,0.0014947661951219748,-0.03507788470166624,0.0012304579951433906,-0.03580091800090289,0.0012817057297073726,-0.05648081974262955,0.003190082998799412,-0.08338214618611345,0.006952582302602393,-0.03203,0.0010259209000000001,-0.32871,0.1080502641,-62.54448909,3911.813115529129,-188.7863234,35640.275902889385,241.95,58539.8025,2.990221904141731,8.941427036009,0.410743,0.168709812049,0.59413,0.3529904569000001,-0.539049,0.290573824401,-0.55016,0.30267602559999995,61.67683491108512,3804.0319646492485,73.83048703052317,5450.94081516425,116.96942899632487,13681.847319726285
14,cl_biphenylene.log,19.49491329,-2.3,86,V,0.025547580244028974,0.0006526788563250995,0.033493538580770296,0.0011218171266615482,-0.010063160480166769,0.00010126719884959028,-0.03137853474548874,0.000984612442773844,-0.018476798057939094,0.0003413920664738619,-0.07553291310683195,0.005705220962404226,-0.08174,0.006681427599999999,-0.3318,0.11009123999999999,-66.46517157,4417.619031829536,-187.6643355,35217.902818656556,275.967,76157.785089,3.981183515924504,15.849822187468996,0.441616,0.19502469145600002,0.57897,0.3352062609,-0.173952,0.030259298304,-0.54241,0.29420860809999994,30.777538327113735,947.2568654769549,40.31496913519453,1625.2967363716878,99.80642448589865,9961.322368659388
15,cl_dibenzofuran.log,52.5025668,12.1,108,VIII,0.02714226506481401,0.0007367025528486231,0.03532204589743261,0.001247646926380336,-0.02583712126886102,0.0006675568354618306,-0.03346299085019932,0.0011197717566405233,-0.04612121574311667,0.0021271665416231133,-0.077735812256582,0.006042856507190563,-0.04591,0.0021077281,-0.33162,0.10997182440000002,-28.5403497,814.5515609982901,-185.1630806,34285.36641728209,291.966,85244.145156,5.619016435031401,31.573345697152998,0.442235,0.19557179522499998,0.57551,0.3312117601,-0.42097,0.1772157409,-0.54522,0.29726484840000006,145.04236491552263,21037.28762028763,19.002195536258686,361.08343519820954,150.23302769445291,22569.962610242255
16,cl_dimethylaniline.log,18.08050575,-4.1,46,II,0.026169584820121536,0.0006848471696575356,0.03888602181966257,0.0015121226929592732,-0.019036902725371598,0.00036240366537526055,-0.03352153874801918,0.0011236935600349512,-0.029073165839861432,0.0008452489719520857,-0.07607056881865293,0.005786731440393411,-0.03174,0.0010074275999999997,-0.31633,0.1000646689,-61.77641685,3816.3256788249637,-185.4529903,34392.811611211895,201.885,40757.553224999996,3.0322916368492656,9.194792570905998,0.393728,0.155021737984,0.58505,0.34228350249999995,-0.286415,0.08203355222499999,-0.50434,0.2543588356,123.44906316407086,15239.671196086758,64.6225556590228,4176.074699903499,124.52312387145244,15506.008378705088
17,cl_indole.log,46.18730616,19.4,4,I,0.22937569603497027,0.05261320993152707,0.32412414701893333,0.10505646268075111,-0.08997907116899967,0.008096233248435907,-0.23608430084068785,0.05573579710343641,-0.04383140251549287,0.0019211918464751546,-0.16250807929955166,0.02640887583762937,-0.03743,0.0014010048999999998,-0.3086,0.09523395999999999,-66.24679809,4388.638257177227,-164.7401402,27139.31379311566,225.90699999999998,51033.97264899999,2.630933623640285,6.921811732001,0.378976,0.143622808576,0.53552,0.2867816704,-0.148664,0.022100984895999997,-0.39006,0.15214680360000002,1.3742854312425272,1.888660446525459,1.3742993424249619,1.8886986825896825,179.48437109750017,32214.639468265155
18,cl_metriazole.log,30.34832625,-3.7,19,I,0.022702582911216938,0.0005154072708406794,0.046718207684694306,0.00218259092927023,-0.030217785378802146,0.0009131145531993488,-0.019296334337056215,0.0003723485188474547,-0.027351318010131413,0.000748094596891339,-0.03594192590933068,0.001291822038071816,-0.03909,0.0015280280999999999,-0.49088,0.24096317439999998,-65.68203909,4314.130259020289,-178.3614997,31812.8245752331,163.796,26829.129616,2.5642234611948314,6.575241958942001,0.264953,0.070200092209,0.54523,0.29727575289999997,-0.35266,0.12436907559999998,-0.2252,0.05071504,89.31844518394693,7977.784650077733,89.17932614660594,7952.9522119627145,153.27808808583703,23494.172287249614
19,cl_naphthalene.log,41.38246209,20.4,77,III,0.037053278144613414,0.001372945421262086,0.06986590648772173,0.004881244889351077,-0.01702895792673853,0.00028998540807063103,-0.06875224459340268,0.004726871136631068,-0.014933055907074314,0.00022299615872380706,-0.11368054884354033,0.012923267185368558,0.06526,0.0042588676,-0.46201,0.21345324009999997,-37.57774872,1412.0871988634617,-163.4468421,26714.87019246233,251.945,63476.283025,1.7025186973545985,2.8985699148419988,0.305433,0.093289317489,0.57591,0.3316723281,-0.140371,0.019704017641,-0.56673,0.32118289289999996,15.566467560810787,242.31491232177456,3.061597798408633,9.373381079220588,15.572030663948205,242.48813899894316
20,cl_naphtoxanthene.log,28.31268381,0.2,98,VI,0.023140875018563094,0.0005355000966247575,0.026713055127469628,0.0007135873142432314,-0.008484245798749995,7.198242677360694e-05,-0.024642440619710444,0.0006072498796959552,-0.019732370293846148,0.00038936643741346194,-0.06615969844560357,0.0043771056984132,-0.07823,0.006119932899999999,-0.33254,0.1105828516,-65.71153206,4318.005445672407,-191.5869005,36705.54044319691,366.048,133991.138304,4.716826455816347,22.248451814288998,0.500231,0.250231053361,0.57745,0.3334485025,-0.183402,0.033636293604,-0.53269,0.2837586361,153.06933058053247,23430.219964372332,23.64493937766451,559.0831581734298,109.87133077562905,12071.70932640769
21,cl_nmeimidazole.log,29.12593677,-6.3,6,I,0.02620405618351072,0.0006866525604685864,0.04513798604326774,0.0020374377840422335,-0.05135025858175349,0.002636849056412948,-0.03896826331668944,0.001518525545918844,-0.05748700795184157,0.003304756083255096,-0.07514702252342775,0.005647074994136558,-0.02848,0.0008111103999999999,-0.45552,0.2074984704,-59.07435879,3489.77986644965,-189.3673976,35860.01127379649,162.808,26506.444863999997,2.573396103449292,6.6223675052479996,0.320239,0.102553017121,0.55163,0.30429565689999993,-0.62755,0.39381900250000007,-0.47623,0.22679501289999998,88.5906881396206,7848.310025051514,88.33296220784602,7802.712212412754,150.59616468635147,22679.204818238693
22,cl_quinoline.log,17.84330697,-4.8,63,II,0.298693817457663,0.0892179965874317,0.386592994197856,0.1494541431628635,-0.38016320554978905,0.14452406285389116,-0.2906052120393906,0.08445138926445918,-0.2300598299505616,0.05292752535688132,-0.2276155134863167,0.05180882197963962,-0.02638,0.0006959044,-0.43149,0.18618362009999997,-63.96768177,4091.86431102799,-188.069707,35370.21469106585,209.86399999999998,44042.89849599999,2.8671232076508324,8.220395487849999,0.478251,0.22872401900099998,0.61899,0.38314862010000006,-0.608695,0.37050960302499997,-0.4653,0.21650408999999998,107.61228724703801,11580.40436653902,3.5753552988164756,12.78316551277505,72.42575928130424,5245.490607473427
23,cl_xanthene.log,19.15480287,-0.8,93,VI,0.020416747584234195,0.0004168435819183328,0.027042860553690186,0.0007313163069263326,-0.018542900630955015,0.00034383916380947187,-0.023798327178800906,0.0005663603765092539,-0.039865174081997905,0.0015892321045879974,-0.06776859689961413,0.00459258272574239,-0.03186,0.0010150596,-0.33868,0.11470414239999999,-65.6889417,4315.037061665999,-193.6790188,37511.56232333075,334.047,111587.39820900002,4.391867450252114,19.28849970058401,0.455274,0.207274415076,0.60303,0.3636451808999999,-0.413489,0.170973153121,-0.53068,0.2816212624,59.20468846008069,3505.1951356552113,9.813311646167941,96.30108546481534,59.44423109408896,3533.616610367453
24,cn_metriazole.log,21.14840214,-20.4,31,I,0.01951813690401168,0.00038095766820374263,0.04516714458048209,0.002040070949554173,-0.024622183842823754,0.0006062519371898111,-0.016675807219857366,0.00027808254643384704,-0.019739721932673742,0.0003896566219792808,-0.030937527524260957,0.0009571306093144043,0.01607,0.0002582449,-0.50896,0.2590402816,-85.82887515,7366.595809514288,-168.8854712,28522.302382446032,144.932,21005.284623999996,2.5459848754482026,6.482038986011,0.232357,0.053989775449,0.5377,0.28912129,-0.293119,0.08591874816100001,-0.19852,0.0394101904,87.81647490669299,7711.733265037839,87.56535128840497,7667.6907462617655,153.11989311562928,23445.701667741734
25,cooh_metriazole.log,21.13208688,-19.0,36,I,0.011058306682844174,0.00012228614669183613,0.051636441049349245,0.0026663220442429197,-0.024437166169918364,0.0005971750904162025,-0.017846287554919123,0.0003184899794928612,-0.011167732557758912,0.0001247182504816284,-0.038082874446706085,0.0014503053261235794,0.04635,0.0021483225000000004,-0.49578,0.2457978084,-71.65969935,5135.11251093239,-176.558036,31172.74007617729,182.93,33463.384900000005,2.5488634282136418,6.496704775684998,0.132182,0.017472081123999998,0.61722,0.3809605284,-0.292102,0.08532357840399998,-0.21332,0.0455054224,91.36600397004932,8347.746681455068,88.77865461645436,7881.649515507694,152.58499687589742,23282.181271617625
26,cyclo5_dimethylaniline.log,18.50721255,12.7,57,II,0.02859502550465037,0.0008176754836116051,0.07178205517260436,0.005152663444802816,-0.02304410676136689,0.0005310308564292753,-0.03867810733199728,0.0014959959867855018,-0.03382460705146523,0.001144104042186031,-0.14251595774381626,0.02031079821163722,0.09514,0.0090516196,-0.32342,0.10460049639999999,-34.0122369,1156.8322589417214,-189.8016346,36024.660496831915,187.093,35003.790648999995,3.022792711957768,9.137275779465,0.394953,0.155987872209,0.99145,0.9829731025000001,-0.318284,0.10130470465600001,-0.53422,0.28539100840000003,57.747984899129754,3334.8297599101184,61.33587521460409,3762.089588341484,133.04050685218206,17699.7764634855
27,cyclo_biphenylene.log,23.16961185,18.5,85,V,0.028142626458462265,0.0007920074239805403,0.06078275156076528,0.003694542887297714,-0.0135608455395115,0.00018389653174648895,-0.033254032073543556,0.0011058306491482635,-0.026614002451455215,0.0007083051264860641,-0.14095596673016877,0.019868584556836447,0.03806,0.0014485635999999997,-0.33288,0.1108090944,-38.66898861,1495.2906801203096,-186.8956357,34929.978643707116,275.20199999999994,75736.14080399997,3.8799552223068248,15.054052527106002,0.476801,0.22733919360099997,1.0298,1.06048804,-0.229752,0.052785981504000004,-0.5634,0.31741956,27.81628752953069,773.7458519255246,33.74120423385705,1138.4688631508527,84.3670912621833,7117.806088041565
